Variable,Categoría,Comuna,Valor
Material predominante de los pisos de esta vivienda,"Madera burda, tabla, tablon, otro vegetal",Comuna 02,5063
Material predominante de los pisos de esta vivienda,"Marmol, parque, madera pulida y lacada",Comuna 02,701
Material predominante de los pisos de esta vivienda,"Tierra, arena, barro",Comuna 02,33
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Esta vivienda No tiene servicio sanitario?,Comuna 02,29
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro con descarga directa a fuentes de agua (bajamar)?,Comuna 02,27
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro conectado a pozo séptico?,Comuna 02,194
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro conectado al alcantarillado?,Comuna 02,10092
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro sin conexión?,Comuna 02,38
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Letrina?,Comuna 02,4
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,No informa,Comuna 02,33
Tipo vivienda,Apartamento,Comuna 02,4068
Tipo vivienda,Casa,Comuna 02,5583
Tipo vivienda,"Otro (Contenedor, carpa, embarcación, vagon, cueva, refugio natural, etc",Comuna 02,8
Tipo vivienda,Tipo cuarto,Comuna 02,753
Tipo vivienda,Vivienda tradicional Indígena,Comuna 02,5
Tipo vivienda,"Vivienda tradicional Étnica (Afrocolombiana, Isleña, Rrom)",Comuna 02,0
"¿En su vida diaria tiene dificultades para: Oir,hablar,ver,moverse,caminar, agar",No,Comuna 03,20572
"¿En su vida diaria tiene dificultades para: Oir,hablar,ver,moverse,caminar, agar",Sí,Comuna 03,2292
Fuente para preparar los alimentos,Acueducto público?,Comuna 03,22120
Fuente para preparar los alimentos,Acueducto veredal?,Comuna 03,13
Fuente para preparar los alimentos,Agua embotellada o en bolsa?,Comuna 03,6
Fuente para preparar los alimentos,Agua lluvia?,Comuna 03,17
Fuente para preparar los alimentos,Aguatero?,Comuna 03,6
Fuente para preparar los alimentos,Carrotanque?,Comuna 03,6
Fuente para preparar los alimentos,No informa,Comuna 03,131
Fuente para preparar los alimentos,Pila pública?,Comuna 03,17
Fuente para preparar los alimentos,Pozo con bomba?,Comuna 03,42
Fuente para preparar los alimentos,"Pozo sin bomba, aljibe, jaguey o barreno?",Comuna 03,49
Fuente para preparar los alimentos,Red de distribución comunitaria?,Comuna 03,43
Fuente para preparar los alimentos,"RÍo, quebrada, manantial, nacimiento?",Comuna 03,19
Lugar donde preparan los alimentos,En un cuarto usado solo para cocinar?,Comuna 03,21452
Lugar donde preparan los alimentos,En un cuarto usado también para dormir?,Comuna 03,217
Lugar donde preparan los alimentos,"En un patio, corredor, enramada o al aire libre?",Comuna 03,137
Lugar donde preparan los alimentos,En una sala-comedor con lavaplatos?,Comuna 03,595
Lugar donde preparan los alimentos,En una sala-comedor sin lavaplatos?,Comuna 03,12
Lugar donde preparan los alimentos,No informa,Comuna 03,56
Lugar donde preparan los alimentos,No preparan alimentos en la vivienda?,Comuna 03,395
¿En general considera que la calidad de la prestación del servicio de salud reci,Bueno,Comuna 03,1990
¿En general considera que la calidad de la prestación del servicio de salud reci,Malo,Comuna 03,455
¿En general considera que la calidad de la prestación del servicio de salud reci,Muy Malo,Comuna 03,195
¿En general considera que la calidad de la prestación del servicio de salud reci,Muy bueno,Comuna 03,683
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",No,Comuna 03,16942
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",No informa,Comuna 03,296
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",Sí,Comuna 03,4652
Ha tenido algún hijo(a) nacido vivo(a),No,Comuna 03,3904
Ha tenido algún hijo(a) nacido vivo(a),No informa,Comuna 03,221
Ha tenido algún hijo(a) nacido vivo(a),Sí,Comuna 03,7001
¿Lo atendieron?,No,Comuna 03,83
¿Lo atendieron?,No informa,Comuna 03,0
¿Lo atendieron?,Sí,Comuna 03,3323
¿Donde nacio?,En este mpio,Comuna 03,14240
¿Donde nacio?,En otro mpio Colombiano,Comuna 03,8124
¿Donde nacio?,En otro país,Comuna 03,218
¿Donde nacio?,No Informa,Comuna 03,282
¿En donde vivía hace 12 meses ?,En este mpio,Comuna 03,21785
¿En donde vivía hace 12 meses ?,En otro mpio colombiano,Comuna 03,477
¿En donde vivía hace 12 meses ?,En otro país,Comuna 03,156
¿En donde vivía hace 12 meses ?,No Informa,Comuna 03,283
¿En donde vivía hace 12 meses ?,No había nacido,Comuna 03,163
¿En donde vivía hace 5 años ?,En este mpio,Comuna 03,19601
¿En donde vivía hace 5 años ?,En otro mpio Colombiano,Comuna 03,1694
¿En donde vivía hace 5 años ?,En otro país,Comuna 03,307
¿En donde vivía hace 5 años ?,No Informa,Comuna 03,356
¿En donde vivía hace 5 años ?,No había nacido,Comuna 03,906
¿Sabe leer y escribir?,No,Comuna 03,585
¿Sabe leer y escribir?,No informa,Comuna 03,295
¿Sabe leer y escribir?,Sí,Comuna 03,21010
¿Cuantos años cumplidos tiene?,de 00 A 04 Años,Comuna 03,974
¿Cuantos años cumplidos tiene?,de 05 A 09 Años,Comuna 03,1018
¿Cuantos años cumplidos tiene?,de 10 A 14 Años,Comuna 03,1181
¿Cuantos años cumplidos tiene?,de 100 y más Años,Comuna 03,2
¿Cuantos años cumplidos tiene?,de 15 A 19 Años,Comuna 03,1543
¿Cuantos años cumplidos tiene?,de 20 A 24 Años,Comuna 03,1905
¿Cuantos años cumplidos tiene?,de 25 A 29 Años,Comuna 03,1837
¿Cuantos años cumplidos tiene?,de 30 A 34 Años,Comuna 03,1553
¿Cuantos años cumplidos tiene?,de 35 A 39 Años,Comuna 03,1468
¿Cuantos años cumplidos tiene?,de 40 A 44 Años,Comuna 03,1237
¿Cuantos años cumplidos tiene?,de 45 A 49 Años,Comuna 03,1512
¿Cuantos años cumplidos tiene?,de 50 A 54 Años,Comuna 03,1732
¿Cuantos años cumplidos tiene?,de 55 A 59 Años,Comuna 03,1682
¿Cuantos años cumplidos tiene?,de 60 A 64 Años,Comuna 03,1503
¿Cuantos años cumplidos tiene?,de 65 A 69 Años,Comuna 03,1190
¿Cuantos años cumplidos tiene?,de 70 A 74 Años,Comuna 03,866
¿Cuantos años cumplidos tiene?,de 75 A 79 Años,Comuna 03,734
¿Cuantos años cumplidos tiene?,de 80 A 84 Años,Comuna 03,500
¿Cuantos años cumplidos tiene?,de 85 A 89 Años,Comuna 03,272
¿Cuantos años cumplidos tiene?,de 90 A 94 Años,Comuna 03,125
¿Cuantos años cumplidos tiene?,de 95 A 99 Años,Comuna 03,30
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",No,Comuna 03,18699
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",No informa,Comuna 03,280
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",Sí,Comuna 03,3885
"Actualmente, ¿Su estado civil es?",Casado(a)?,Comuna 03,4358
"Actualmente, ¿Su estado civil es?",Divorciado(a)?,Comuna 03,291
"Actualmente, ¿Su estado civil es?",No Informa,Comuna 03,269
"Actualmente, ¿Su estado civil es?",Separado(a) de matrimonio?,Comuna 03,1104
"Actualmente, ¿Su estado civil es?",Separado(a) de unión libre?,Comuna 03,1011
"Actualmente, ¿Su estado civil es?","Soltero(a)?(Nunca se ha casado, ni ha vivido en unión libre)",Comuna 03,8794
"Actualmente, ¿Su estado civil es?",Unión libre?,Comuna 03,3679
"Actualmente, ¿Su estado civil es?",Viudo(a)?,Comuna 03,1366
¿Cuál es el nivel educativo más alto alcanzado?,Básica primaria,Comuna 03,5360
¿Cuál es el nivel educativo más alto alcanzado?,Básica secundaria,Comuna 03,3661
Material predominante de los pisos de esta vivienda,Alfombra,Comuna 03,124
¿Cuál es el nivel educativo más alto alcanzado?,"Especialización, maestría, doctorado",Comuna 03,582
¿Cuál es el nivel educativo más alto alcanzado?,Media academica o clasica,Comuna 03,5996
¿Cuál es el nivel educativo más alto alcanzado?,Media tecnica,Comuna 03,315
¿Cuál es el nivel educativo más alto alcanzado?,Ninguno,Comuna 03,387
¿Cuál es el nivel educativo más alto alcanzado?,No informa,Comuna 03,341
¿Cuál es el nivel educativo más alto alcanzado?,Normalista,Comuna 03,101
¿Cuál es el nivel educativo más alto alcanzado?,Preescolar,Comuna 03,314
¿Cuál es el nivel educativo más alto alcanzado?,Técnica profesional o Tecnológica,Comuna 03,2163
¿Cuál es el nivel educativo más alto alcanzado?,Universitario,Comuna 03,2670
Parentesco con el jefe del hogar,"Hijo(a), Hijastro(a)",Comuna 03,6640
Parentesco con el jefe del hogar,Jefe(a) del hogar,Comuna 03,8438
Parentesco con el jefe del hogar,Otros NO parientes,Comuna 03,549
Parentesco con el jefe del hogar,Otros Parientes,Comuna 03,3879
Parentesco con el jefe del hogar,"Pareja (Conyuge, compañero(a), esposo(a))",Comuna 03,3358
"Para tratar ese problema de salud, ¿qué hizo principalmente",Acudió a la entidad de seguridad social en salud de la cual es filiado(a)?,Comuna 03,3406
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a otro médico de un grupo étnico? (curandero, yerbatero, etc.)",Comuna 03,1
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a un boticario, farmacéuta, droguista?",Comuna 03,67
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a un médico particular? (general, especialista, odontólogo, terapeuta u otro)",Comuna 03,175
"Para tratar ese problema de salud, ¿qué hizo principalmente",Acudió a una autoridad indígena espiritual?,Comuna 03,0
"Para tratar ese problema de salud, ¿qué hizo principalmente","Asistió a terapias alternativas? (acupuntura, esencias florales, musicoterapias, homeópata, etc.)",Comuna 03,3
"Para tratar ese problema de salud, ¿qué hizo principalmente",No Informa,Comuna 03,1
"Para tratar ese problema de salud, ¿qué hizo principalmente",No hizo nada,Comuna 03,48
"Para tratar ese problema de salud, ¿qué hizo principalmente",Se autorrecetó,Comuna 03,52
"Para tratar ese problema de salud, ¿qué hizo principalmente",Usó remedios caseros?,Comuna 03,132
¿Cual es el sexo de...?,Hombre,Comuna 03,10714
¿Cual es el sexo de...?,Mujer,Comuna 03,12150
¿Actividad durante la semana pasada . . . :?,Busco trabajo?,Comuna 03,994
¿Actividad durante la semana pasada . . . :?,Estudió?,Comuna 03,2753
¿Actividad durante la semana pasada . . . :?,Estuvo en otra situación?,Comuna 03,1559
¿Actividad durante la semana pasada . . . :?,Está incapacitado(a) permanentemente para trabajar?,Comuna 03,234
¿Actividad durante la semana pasada . . . :?,No Informa,Comuna 03,377
¿Actividad durante la semana pasada . . . :?,"No trabajó, pero tenía un empleo, trabajo o negocio por el que recibe ingresos?",Comuna 03,496
¿Actividad durante la semana pasada . . . :?,Realizó oficios del hogar?,Comuna 03,3455
¿Actividad durante la semana pasada . . . :?,Trabajó o ayudó en un negocio por lo menos una hora sin que le pagaran?,Comuna 03,101
¿Actividad durante la semana pasada . . . :?,Trabajó por lo menos una hora en una actividad que le generó algún ingreso?,Comuna 03,8865
¿Actividad durante la semana pasada . . . :?,"Vivió de jubilación, pensión o renta?",Comuna 03,2038
Uso de la Unidad (Espacio independiente y separado),Lugar Especial de Alojamiento - LEA,Comuna 03,0
Uso de la Unidad (Espacio independiente y separado),Mixto (Espacio independiente y separado que combina vivienda con otro uso no residencial),Comuna 03,379
Uso de la Unidad (Espacio independiente y separado),Vivienda,Comuna 03,22485
Estrato de esta vivienda,Estrato 1,Comuna 03,312
Estrato de esta vivienda,Estrato 2,Comuna 03,1238
Estrato de esta vivienda,Estrato 3,Comuna 03,18722
Estrato de esta vivienda,Estrato 4,Comuna 03,2231
Estrato de esta vivienda,Estrato 5,Comuna 03,193
Estrato de esta vivienda,Estrato 6,Comuna 03,46
Estrato de esta vivienda,No sabe el estrato,Comuna 03,18
Estrato de esta vivienda,Sin estrato,Comuna 03,7
La vivienda cuenta con servicio de Energía Eléctrica,No,Comuna 03,97
La vivienda cuenta con servicio de Energía Eléctrica,Si,Comuna 03,22767
La vivienda cuenta con servicios de Acueducto?,No,Comuna 03,194
La vivienda cuenta con servicios de Acueducto?,Si,Comuna 03,22670
La vivienda cuenta con servicio de Alcantarillado?,No,Comuna 03,221
La vivienda cuenta con servicio de Alcantarillado?,Si,Comuna 03,22643
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,No,Comuna 03,6417
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,No informa,Comuna 03,107
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,Si,Comuna 03,16340
¿Cuántas veces por semana?,1 vez,Comuna 03,112
¿Cuántas veces por semana?,2 veces,Comuna 03,20386
¿Cuántas veces por semana?,3 veces,Comuna 03,1229
¿Cuántas veces por semana?,4 veces,Comuna 03,58
¿Cuántas veces por semana?,5 veces,Comuna 03,183
¿Cuántas veces por semana?,6 veces,Comuna 03,31
¿Cuántas veces por semana?,7 veces,Comuna 03,430
¿Cuántas veces por semana?,Mayor periodicidad,Comuna 03,52
¿Cuántas veces por semana?,No sabe,Comuna 03,65
La vivienda cuenta con servicio de Recolección de basuras?,No,Comuna 03,318
La vivienda cuenta con servicio de Recolección de basuras?,Si,Comuna 03,22546
La vivienda cuenta con servicio de internet (Fijo o Movil)?,No,Comuna 03,7711
La vivienda cuenta con servicio de internet (Fijo o Movil)?,No informa,Comuna 03,107
La vivienda cuenta con servicio de internet (Fijo o Movil)?,Si,Comuna 03,15046
Condición de ocupación de la Vivienda,Ocupada con personas presentes,Comuna 03,22864
Material predominante de las paredes exteriores de la vivienda,"Bloque, ladrillo, piedra, madera pulida",Comuna 03,13905
Material predominante de las paredes exteriores de la vivienda,"Caña, esterilla, otros vegetales",Comuna 03,358
Material predominante de las paredes exteriores de la vivienda,Concreto vaciado,Comuna 03,2587
Material predominante de las paredes exteriores de la vivienda,Guadua,Comuna 03,231
Material predominante de las paredes exteriores de la vivienda,"Madera burda, tabla, tablon",Comuna 03,311
Material predominante de las paredes exteriores de la vivienda,Material prefabricado,Comuna 03,370
Material predominante de las paredes exteriores de la vivienda,"Materiales de deshecho (Zinc, tela, carton, latas, plásticos, otros)",Comuna 03,12
Material predominante de las paredes exteriores de la vivienda,No tiene paredes,Comuna 03,0
Material predominante de las paredes exteriores de la vivienda,"Tapia pisada, bahareque, adobe",Comuna 03,5090
Material predominante de los pisos de esta vivienda,"Baldosa, vinilo, tableta, ladrillo, laminado",Comuna 03,13464
Material predominante de los pisos de esta vivienda,"Cemento, gravilla",Comuna 03,487
Material predominante de los pisos de esta vivienda,"Madera burda, tabla, tablon, otro vegetal",Comuna 03,7012
Material predominante de los pisos de esta vivienda,"Marmol, parque, madera pulida y lacada",Comuna 03,1674
Material predominante de los pisos de esta vivienda,"Tierra, arena, barro",Comuna 03,103
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Esta vivienda No tiene servicio sanitario?,Comuna 03,106
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro con descarga directa a fuentes de agua (bajamar)?,Comuna 03,22
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro conectado a pozo séptico?,Comuna 03,136
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro conectado al alcantarillado?,Comuna 03,22468
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro sin conexión?,Comuna 03,6
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Letrina?,Comuna 03,12
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,No informa,Comuna 03,114
Tipo vivienda,Apartamento,Comuna 03,13467
Tipo vivienda,Casa,Comuna 03,8445
Tipo vivienda,"Otro (Contenedor, carpa, embarcación, vagon, cueva, refugio natural, etc",Comuna 03,12
Tipo vivienda,Tipo cuarto,Comuna 03,901
Tipo vivienda,Vivienda tradicional Indígena,Comuna 03,39
Tipo vivienda,"Vivienda tradicional Étnica (Afrocolombiana, Isleña, Rrom)",Comuna 03,0
"¿En su vida diaria tiene dificultades para: Oir,hablar,ver,moverse,caminar, agar",No,Comuna 04,20107
"¿En su vida diaria tiene dificultades para: Oir,hablar,ver,moverse,caminar, agar",Sí,Comuna 04,2731
Fuente para preparar los alimentos,Acueducto público?,Comuna 04,21892
Fuente para preparar los alimentos,Acueducto veredal?,Comuna 04,161
Fuente para preparar los alimentos,Agua embotellada o en bolsa?,Comuna 04,15
Fuente para preparar los alimentos,Agua lluvia?,Comuna 04,52
Fuente para preparar los alimentos,Aguatero?,Comuna 04,16
Fuente para preparar los alimentos,Carrotanque?,Comuna 04,8
Fuente para preparar los alimentos,No informa,Comuna 04,162
Fuente para preparar los alimentos,Pila pública?,Comuna 04,0
Fuente para preparar los alimentos,Pozo con bomba?,Comuna 04,47
Fuente para preparar los alimentos,"Pozo sin bomba, aljibe, jaguey o barreno?",Comuna 04,98
Fuente para preparar los alimentos,Red de distribución comunitaria?,Comuna 04,86
Fuente para preparar los alimentos,"RÍo, quebrada, manantial, nacimiento?",Comuna 04,212
Lugar donde preparan los alimentos,En un cuarto usado solo para cocinar?,Comuna 04,21956
